43;4;DRIVE;NULL;2024-02-28 06:38:18.0000000;2024-02-28 10:42:54.0000000
44;1;STOP;467;2024-02-17 18:45:32.0000000;2024-02-17 18:46:31.0000000
45;1;DRIVE;NULL;2024-02-17 18:32:40.0000000;2024-02-17 18:42:32.0000000
46;2;STOP;1047;2024-02-10 15:50:53.0000000;2024-02-10 15:52:41.0000000
47;2;DRIVE;NULL;2024-02-10 15:37:09.0000000;2024-02-10 15:47:53.0000000
48;2;STOP;1145;2024-02-08 19:30:45.0000000;2024-02-08 19:32:18.0000000
49;2;DRIVE;NULL;2024-02-08 19:16:04.0000000;2024-02-08 19:27:45.0000000
50;2;STOP;2186;2024-02-28 08:30:20.0000000;2024-02-28 08:33:33.0000000
51;2;DRIVE;NULL;2024-02-28 08:23:44.0000000;2024-02-28 08:27:20.0000000
52;1;STOP;556;2024-02-21 08:38:17.0000000;2024-02-21 08:39:29.0000000
53;1;DRIVE;NULL;2024-02-21 08:25:10.0000000;2024-02-21 08:35:17.0000000
54;3;STOP;304;2024-02-19 06:17:56.0000000;2024-02-19 06:21:56.0000000
55;3;DRIVE;NULL;2024-02-19 06:06:11.0000000;2024-02-19 06:14:56.0000000
56;3;STOP;NULL;2024-02-19 05:54:30.0000000;2024-02-19 06:08:22.0000000
57;4;STOP;414;2024-02-18 08:09:13.0000000;2024-02-18 08:14:03.0000000
58;4;DRIVE;NULL;2024-02-18 07:55:46.0000000;2024-02-18 08:06:13.0000000
59;4;STOP;1999;2024-02-25 17:12:54.0000000;2024-02-25 17:12:54.0000000
60;4;DRIVE;NULL;2024-02-25 16:57:58.0000000;2024-02-25 17:09:54.0000000
61;2;STOP;1210;2024-02-22 17:42:52.0000000;2024-02-22 17:46:05.0000000
62;2;DRIVE;NULL;2024-02-22 17:34:33.0000000;2024-02-22 17:39:52.0000000
63;1;STOP;1962;2024-02-25 02:09:09.0000000;2024-02-25 02:10:07.0000000
64;1;DRIVE;NULL;2024-02-25 01:57:23.0000000;2024-02-25 02:06:09.0000000
65;1;STOP;27;2024-02-01 20:47:52.0000000;2024-02-01 20:48:59.0000000
66;1;DRIVE;NULL;2024-02-01 20:41:38.0000000;2024-02-01 20:44:52.0000000
67;3;STOP;231;2024-02-03 17:27:10.0000000;2024-02-03 17:30:39.0000000
68;3;DRIVE;NULL;2024-02-03 17:14:00.0000000;2024-02-03 17:24:10.0000000
69;2;STOP;2185;2024-02-03 03:53:28.0000000;2024-02-03 03:58:08.0000000
70;2;DRIVE;NULL;2024-02-03 03:47:33.0000000;2024-02-03 03:50:28.0000000
71;1;STOP;48;2024-02-11 07:59:17.0000000;2024-02-11 07:59:17.0000000
72;1;DRIVE;NULL;2024-02-11 07:48:03.0000000;2024-02-11 07:48:03.0000000
73;1;STOP;NULL;2024-02-11 07:34:57.0000000;2024-02-11 07:52:56.0000000
74;3;STOP;1732;2024-02-28 15:46:33.0000000;2024-02-28 15:49:45.0000000
75;3;DRIVE;NULL;2024-02-28 15:40:27.0000000;2024-02-28 15:43:33.0000000
76;2;STOP;1577;2024-02-13 17:43:33.0000000;2024-02-13 17:45:22.0000000
77;2;DRIVE;NULL;2024-02-13 17:32:09.0000000;2024-02-13 17:32:09.0000000
78;3;STOP;2161;2024-02-20 19:10:13.0000000;2024-02-20 19:12:27.0000000
79;3;DRIVE;NULL;2024-02-20 19:01:41.0000000;2024-02-20 19:07:13.0000000
80;1;STOP;152;2024-02-01 20:41:21.0000000;2024-02-01 20:43:22.0000000
81;1;DRIVE;NULL;2024-02-01 20:31:57.0000000;2024-02-01 20:38:21.0000000
82;1;STOP;NULL;2024-02-01 20:19:30.0000000;2024-02-01 20:36:22.0000000
83;3;STOP;328;2024-02-08 15:22:08.0000000;2024-02-08 15:26:21.0000000
84;3;DRIVE;NULL;2024-02-08 15:15:11.0000000;2024-02-08 15:15:11.0000000
85;3;STOP;NULL;2024-02-08 15:05:44.0000000;2024-02-08 15:18:42.0000000
86;4;STOP;66;2024-02-28 21:22:51.0000000;2024-02-28 21:27:47.0000000
87;4;DRIVE;NULL;2024-02-28 21:15:14.0000000;2024-02-28 21:19:51.0000000
88;2;STOP;1591;2024-02-24 02:08:01.0000000;2024-02-24 02:11:02.0000000
89;2;DRIVE;NULL;2024-02-24 01:57:26.0000000;2024-02-24 02:05:01.0000000
90;2;STOP;NULL;2024-02-24 01:47:36.0000000;2024-02-24 02:01:28.0000000
91;4;STOP;235;2024-02-25 09:59:30.0000000;2024-02-25 10:05:42.0000000
92;4;DRIVE;NULL;2024-02-25 09:54:25.0000000;2024-02-25 09:54:25.0000000
93;2;STOP;846;2024-02-18 16:41:48.0000000;2024-02-18 16:44:13.0000000
94;2;DRIVE;NULL;2024-02-18 16:33:17.0000000;2024-02-18 16:38:48.0000000
95;4;STOP;2083;2024-02-23 20:17:50.0000000;2024-02-23 20:21:00.0000000
96;4;DRIVE;NULL;2024-02-23 20:04:09.0000000;2024-02-23 20:14:50.0000000
97;1;STOP;1006;2024-02-24 14:25:19.0000000;2024-02-24 14:26:21.0000000
98;1;DRIVE;NULL;2024-02-24 14:18:54.0000000;2024-02-24 14:18:54.0000000
99;2;STOP;944;2024-02-27 09:49:31.0000000;2024-02-27 09:51:11.0000000
100;2;DRIVE;NULL;2024-02-27 09:36:23.0000000;2024-02-27 09:46:31.0000000
101;3;STOP;186;2024-02-02 19:22:39.0000000;2024-02-02 19:25:44.0000000
102;3;DRIVE;NULL;2024-02-02 19:13:37.0000000;2024-02-02 19:19:39.0000000
103;1;STOP;1531;2024-02-05 02:06:18.0000000;2024-02-05 02:08:15.0000000
104;1;DRIVE;NULL;2024-02-05 01:57:23.0000000;2024-02-05 02:03:18.0000000
105;3;STOP;1822;2024-02-03 02:32:30.0000000;2024-02-03 02:34:44.0000000
106;3;DRIVE;NULL;2024-02-03 02:21:58.0000000;2024-02-03 02:29:30.0000000
107;3;STOP;1822;2024-02-03 02:32:30.0000000;2024-02-03 02:34:44.0000000
108;2;STOP;1007;2024-02-09 03:58:14.0000000;2024-02-09 04:00:12.0000000
109;2;DRIVE;NULL;2024-02-09 03:52:52.0000000;2024-02-09 03:55:14.0000000
110;3;STOP;1669;2024-02-11 15:31:56.0000000;2024-02-11 15:35:13.0000000
111;3;DRIVE;NULL;2024-02-11 15:20:10.0000000;2024-02-11 15:28:56.0000000
112;3;STOP;NULL;2024-02-11 15:14:41.0000000;2024-02-11 15:23:58.0000000
113;3;STOP;2188;2024-02-10 04:35:49.0000000;2024-02-10 04:39:27.0000000
114;3;DRIVE;NULL;2024-02-10 04:21:06.0000000;2024-02-10 04:32:49.0000000
115;3;STOP;NULL;2024-02-10 04:13:09.0000000;2024-02-10 04:24:00.0000000
116;1;STOP;627;2024-02-01 09:25:06.0000000;2024-02-01 09:26:21.0000000
117;1;DRIVE;NULL;2024-02-01 09:20:05.0000000;2024-02-01 09:22:06.0000000
118;3;STOP;629;2024-02-16 21:21:53.0000000;2024-02-16 21:21:53.0000000
119;3;DRIVE;NULL;2024-02-16 21:07:04.0000000;2024-02-16 21:18:53.0000000
120;3;STOP;1624;2024-02-08 02:17:53.0000000;2024-02-08 02:17:53.0000000
121;3;DRIVE;NULL;2024-02-08 02:11:56.0000000;2024-02-08 02:14:53.0000000
122;3;STOP;NULL;2024-02-08 02:04:05.0000000;2024-02-08 02:16:35.0000000
123;2;STOP;1284;2024-02-23 18:52:41.0000000;2024-02-23 18:56:18.0000000
124;2;DRIVE;NULL;2024-02-23 18:45:34.0000000;2024-02-23 18:49:41.0000000
125;2;STOP;NULL;2024-02-23 18:40:11.0000000;2024-02-23 18:50:11.0000000
126;2;STOP;239;2024-02-17 15:12:56.0000000;2024-02-17 15:15:05.0000000
127;2;DRIVE;NULL;2024-02-17 15:04:35.0000000;2024-02-17 15:09:56.0000000
128;1;STOP;2062;2024-02-12 20:51:59.0000000;2024-02-12 20:52:39.0000000
129;1;DRIVE;NULL;2024-02-12 20:40:07.0000000;2024-02-13 00:48:59.0000000
130;1;STOP;1341;2024-02-27 02:22:05.0000000;2024-02-27 02:21:00.0000000
131;1;DRIVE;NULL;2024-02-27 02:09:27.0000000;2024-02-27 02:18:00.0000000
132;2;STOP;1686;2024-02-03 02:12:15.0000000;2024-02-03 02:17:55.0000000
133;2;DRIVE;NULL;2024-02-03 02:09:15.0000000;2024-02-03 02:01:22.0000000
134;4;STOP;969;2024-02-06 08:58:44.0000000;2024-02-06 09:04:58.0000000
135;4;DRIVE;NULL;2024-02-06 08:53:22.0000000;2024-02-06 08:55:44.0000000
136;3;STOP;610;2024-02-05 07:59:38.0000000;2024-02-05 07:56:11.0000000
137;3;DRIVE;NULL;2024-02-05 07:48:53.0000000;2024-02-05 07:53:11.0000000
138;3;STOP;588;2024-02-10 05:10:12.0000000;2024-02-10 05:12:43.0000000
139;3;DRIVE;NULL;2024-02-10 04:56:35.0000000;2024-02-10 05:07:12.0000000
140;3;STOP;NULL;2024-02-10 04:50:22.0000000;2024-02-10 04:58:51.0000000
141;4;STOP;121;2024-02-07 05:45:56.0000000;2024-02-07 05:52:25.0000000
142;4;DRIVE;NULL;2024-02-07 05:34:38.0000000;2024-02-07 05:42:56.0000000
143;4;STOP;NULL;2024-02-07 05:25:34.0000000;2024-02-07 05:36:38.0000000
144;4;STOP;1429;2024-02-17 21:08:43.0000000;2024-02-17 21:11:06.0000000
145;4;DRIVE;NULL;2024-02-17 20:58:27.0000000;2024-02-17 20:58:27.0000000
146;4;STOP;1259;2024-02-28 17:11:42.0000000;2024-02-28 17:20:18.0000000
147;4;DRIVE;NULL;2024-02-28 17:06:21.0000000;2024-02-28 17:08:42.0000000
148;4;STOP;1173;2024-02-07 06:38:18.0000000;2024-02-07 06:45:20.0000000
149;4;DRIVE;NULL;2024-02-07 06:31:32.0000000;2024-02-07 06:35:18.0000000
150;4;STOP;1476;2024-02-11 08:13:14.0000000;2024-02-11 08:18:12.0000000
151;4;DRIVE;NULL;2024-02-11 08:03:17.0000000;2024-02-11 08:10:14.0000000
152;3;STOP;1906;2024-02-18 08:54:48.0000000;2024-02-18 09:00:48.0000000
153;3;DRIVE;NULL;2024-02-18 08:43:06.0000000;2024-02-18 08:51:48.0000000
154;4;STOP;44;2024-02-19 08:20:38.0000000;2024-02-19 08:24:26.0000000
155;4;DRIVE;NULL;2024-02-19 08:14:04.0000000;2024-02-19 08:17:38.0000000
156;1;STOP;2008;2024-02-14 14:39:59.0000000;2024-02-14 14:41:13.0000000
157;1;DRIVE;NULL;2024-02-14 14:34:17.0000000;2024-02-14 14:36:59.0000000
158;2;STOP;1769;2024-02-17 16:39:27.0000000;2024-02-17 16:41:15.0000000
159;2;DRIVE;NULL;2024-02-17 16:34:18.0000000;2024-02-17 16:36:27.0000000
160;1;STOP;1230;2024-02-23 09:19:09.0000000;2024-02-23 09:20:55.0000000
161;1;DRIVE;NULL;2024-02-23 09:09:17.0000000;2024-02-23 09:09:17.0000000
162;3;STOP;1989;2024-02-23 04:42:36.0000000;2024-02-23 04:45:41.0000000
163;3;DRIVE;NULL;2024-02-23 04:27:53.0000000;2024-02-23 04:39:36.0000000
164;3;STOP;NULL;2024-02-23 04:22:19.0000000;2024-02-23 04:31:34.0000000
165;2;STOP;948;2024-02-01 18:13:12.0000000;2024-02-01 18:16:40.0000000
166;2;DRIVE;NULL;2024-02-01 18:07:10.0000000;2024-02-01 18:10:12.0000000
167;4;STOP;2035;2024-02-08 05:24:17.0000000;2024-02-08 05:29:26.0000000
168;4;DRIVE;NULL;2024-02-08 05:17:51.0000000;2024-02-08 05:21:17.0000000
169;4;STOP;NULL;2024-02-08 05:04:23.0000000;2024-02-08 05:20:32.0000000
170;2;STOP;469;2024-02-12 08:19:11.0000000;2024-02-12 08:20:41.0000000
171;2;DRIVE;NULL;2024-02-12 08:12:42.0000000;2024-02-12 08:16:11.0000000
172;3;STOP;546;2024-02-02 05:17:53.0000000;2024-02-02 05:20:16.0000000
173;3;DRIVE;NULL;2024-02-02 05:03:53.0000000;2024-02-02 05:14:53.0000000
174;1;STOP;1620;2024-02-08 08:48:12.0000000;2024-02-08 08:49:18.0000000
175;1;DRIVE;NULL;2024-02-08 08:36:53.0000000;2024-02-08 08:45:12.0000000
176;4;STOP;273;2024-02-06 14:14:35.0000000;2024-02-06 14:18:06.0000000
177;4;DRIVE;NULL;2024-02-06 14:02:53.0000000;2024-02-06 14:11:35.0000000
178;1;STOP;1660;2024-02-20 07:13:40.0000000;2024-02-20 07:14:53.0000000
179;1;DRIVE;NULL;2024-02-20 07:02:45.0000000;2024-02-20 07:10:40.0000000
180;4;STOP;966;2024-02-17 09:00:19.0000000;2024-02-17 09:03:51.0000000
181;4;DRIVE;NULL;2024-02-17 08:50:17.0000000;2024-02-17 08:57:19.0000000
182;3;STOP;771;2024-02-05 07:26:14.0000000;2024-02-05 07:30:46.0000000
183;3;DRIVE;NULL;2024-02-05 07:20:02.0000000;2024-02-05 07:23:14.0000000
184;3;STOP;NULL;2024-02-05 07:12:37.0000000;2024-02-05 07:23:45.0000000
185;1;STOP;1159;2024-02-13 15:14:38.0000000;2024-02-13 15:16:35.0000000
186;1;DRIVE;NULL;2024-02-13 15:06:17.0000000;2024-02-13 15:11:38.0000000
187;1;STOP;1277;2024-02-19 20:53:46.0000000;2024-02-19 20:55:42.0000000
188;1;DRIVE;NULL;2024-02-19 20:41:06.0000000;2024-02-19 20:50:46.0000000
189;4;STOP;967;2024-02-06 07:54:03.0000000;2024-02-06 07:59:08.0000000
190;4;DRIVE;NULL;2024-02-06 07:48:19.0000000;2024-02-06 07:51:03.0000000
191;3;STOP;916;2024-02-15 18:42:50.0000000;2024-02-15 18:45:12.0000000
192;3;DRIVE;NULL;2024-02-15 18:37:29.0000000;2024-02-15 18:39:50.0000000
193;1;STOP;1585;2024-02-07 21:39:09.0000000;2024-02-07 21:40:23.0000000
194;1;DRIVE;NULL;2024-02-07 21:27:41.0000000;2024-02-07 21:36:09.0000000
195;1;STOP;NULL;2024-02-07 21:14:10.0000000;2024-02-07 21:30:11.0000000
196;4;STOP;2169;2024-02-28 08:22:15.0000000;2024-02-28 08:24:32.0000000
197;4;DRIVE;NULL;2024-02-28 08:11:45.0000000;2024-02-28 08:19:15.0000000
198;3;STOP;1841;2024-02-27 15:13:44.0000000;2024-02-27 15:17:21.0000000
199;3;DRIVE;NULL;2024-02-27 15:08:32.0000000;2024-02-27 15:10:44.0000000
200;1;STOP;709;2024-02-06 15:24:47.0000000;2024-02-06 15:25:52.0000000
201;1;DRIVE;NULL;2024-02-06 15:09:57.0000000;2024-02-06 15:21:47.0000000
202;1;STOP;1958;2024-02-04 02:52:07.0000000;2024-02-04 02:52:45.0000000
203;1;DRIVE;NULL;2024-02-04 02:46:50.0000000;2024-02-04 02:46:50.0000000
204;1;STOP;170;2024-02-25 14:43:45.0000000;2024-02-25 14:45:14.0000000
205;1;DRIVE;NULL;2024-02-25 14:38:12.0000000;2024-02-25 14:40:45.0000000
206;3;STOP;1515;2024-02-25 05:07:56.0000000;2024-02-25 05:07:56.0000000
207;3;DRIVE;NULL;2024-02-25 04:56:33.0000000;2024-02-25 05:04:56.0000000
208;3;STOP;1073;2024-02-09 02:21:19.0000000;2024-02-09 02:24:52.0000000
209;3;DRIVE;NULL;2024-02-09 02:11:33.0000000;2024-02-09 02:18:19.0000000
210;1;STOP;1928;2024-02-21 08:45:35.0000000;2024-02-21 08:45:35.0000000
211;1;DRIVE;NULL;2024-02-21 08:39:46.0000000;2024-02-21 08:42:35.0000000
212;2;STOP;2036;2024-02-14 02:58:33.0000000;2024-02-14 02:59:35.0000000
213;2;DRIVE;NULL;2024-02-14 02:44:03.0000000;2024-02-14 02:55:33.0000000
214;2;STOP;NULL;2024-02-14 02:33:23.0000000;2024-02-14 02:48:45.0000000
215;3;STOP;272;2024-02-13 03:00:19.0000000;2024-02-13 03:04:47.0000000
216;3;DRIVE;NULL;2024-02-13 02:53:06.0000000;2024-02-13 02:57:19.0000000
217;4;STOP;1347;2024-02-05 18:23:19.0000000;2024-02-05 18:27:57.0000000
218;4;DRIVE;NULL;2024-02-05 18:13:07.0000000;2024-02-05 18:20:19.0000000
219;4;STOP;1932;2024-02-06 17:52:30.0000000;2024-02-06 17:57:34.0000000
220;4;DRIVE;NULL;2024-02-06 17:44:07.0000000;2024-02-06 17:49:30.0000000
221;1;STOP;1718;2024-02-15 03:32:18.0000000;2024-02-15 03:33:36.0000000
222;1;DRIVE;NULL;2024-02-15 03:17:54.0000000;2024-02-15 03:29:18.0000000
223;1;STOP;NULL;2024-02-15 03:05:16.0000000;2024-02-15 03:21:31.0000000
224;2;STOP;982;2024-02-09 05:36:22.0000000;2024-02-09 05:39:04.0000000
225;2;DRIVE;NULL;2024-02-09 05:22:58.0000000;2024-02-09 05:33:22.0000000
226;4;STOP;255;2024-02-01 02:23:48.0000000;2024-02-01 02:27:19.0000000
227;4;DRIVE;NULL;2024-02-01 02:15:25.0000000;2024-02-01 02:20:48.0000000
228;2;STOP;45;2024-02-22 15:02:35.0000000;2024-02-22 15:03:52.0000000
229;2;DRIVE;NULL;2024-02-22 14:51:41.0000000;2024-02-22 14:59:35.0000000
230;1;STOP;685;2024-02-08 16:37:18.0000000;2024-02-08 16:38:24.0000000
231;1;DRIVE;NULL;2024-02-08 16:31:12.0000000;2024-02-08 16:34:18.0000000
232;2;STOP;2032;2024-02-02 09:14:17.0000000;2024-02-02 09:17:07.0000000
233;2;DRIVE;NULL;2024-02-02 09:08:33.0000000;2024-02-02 09:11:17.0000000
234;3;STOP;2071;2024-02-12 08:25:23.0000000;2024-02-12 08:30:14.0000000
235;3;DRIVE;NULL;2024-02-12 08:13:15.0000000;2024-02-12 08:22:23.0000000
236;3;STOP;NULL;2024-02-12 08:04:08.0000000;2024-02-12 08:16:12.0000000
237;1;STOP;1595;2024-02-02 17:51:36.0000000;2024-02-02 17:53:34.0000000
238;1;DRIVE;NULL;2024-02-02 17:38:13.0000000;2024-02-02 17:48:36.0000000
239;2;STOP;1656;2024-02-03 18:59:26.0000000;2024-02-03 19:01:36.0000000
240;2;DRIVE;NULL;2024-02-03 18:44:39.0000000;2024-02-03 18:56:26.0000000
241;4;STOP;1681;2024-02-18 08:01:21.0000000;2024-02-18 08:06:44.0000000
242;4;DRIVE;NULL;2024-02-18 07:47:03.0000000;2024-02-18 07:58:21.0000000
243;2;STOP;1627;2024-02-17 06:57:31.0000000;2024-02-17 06:59:07.0000000
244;2;DRIVE;NULL;2024-02-17 06:50:26.0000000;2024-02-17 06:54:31.0000000
245;1;STOP;212;2024-02-02 07:11:27.0000000;2024-02-02 07:11:27.0000000
246;1;DRIVE;NULL;2024-02-02 07:02:55.0000000;2024-02-02 07:08:27.0000000
247;1;STOP;NULL;2024-02-02 06:51:12.0000000;2024-02-02 07:05:25.0000000
248;4;STOP;626;2024-02-05 20:12:04.0000000;2024-02-05 20:14:35.0000000
249;4;DRIVE;NULL;2024-02-05 19:58:08.0000000;2024-02-05 20:09:04.0000000
250;3;STOP;961;2024-02-25 08:35:13.0000000;2024-02-25 08:38:59.0000000
251;3;DRIVE;NULL;2024-02-25 08:22:25.0000000;2024-02-25 08:32:13.0000000
252;2;STOP;979;2024-02-08 17:53:55.0000000;2024-02-08 17:58:31.0000000
253;2;DRIVE;NULL;2024-02-08 17:43:36.0000000;2024-02-08 17:50:55.0000000
254;3;STOP;245;2024-02-10 21:54:50.0000000;2024-02-10 21:57:59.0000000
255;3;DRIVE;NULL;2024-02-10 21:48:24.0000000;2024-02-10 21:51:50.0000000
256;4;STOP;885;2024-02-26 06:22:43.0000000;2024-02-26 06:25:13.0000000
257;4;DRIVE;NULL;2024-02-26 06:14:11.0000000;2024-02-26 06:19:43.0000000
258;2;STOP;563;2024-02-09 09:15:33.0000000;2024-02-09 09:18:01.0000000
259;2;DRIVE;NULL;2024-02-09 09:01:57.0000000;2024-02-09 09:12:33.0000000
260;4;STOP;1771;2024-02-25 14:58:46.0000000;2024-02-25 15:05:33.0000000
261;4;DRIVE;NULL;2024-02-25 14:47:54.0000000;2024-02-25 14:55:46.0000000
262;1;STOP;1571;2024-02-17 04:58:23.0000000;2024-02-17 05:00:28.0000000
263;1;DRIVE;NULL;2024-02-17 04:46:00.0000000;2024-02-17 04:55:23.0000000
264;4;STOP;2002;2024-02-17 03:53:02.0000000;2024-02-17 03:53:02.0000000
265;4;DRIVE;NULL;2024-02-17 03:43:20.0000000;2024-02-17 07:50:02.0000000
266;1;STOP;1890;2024-02-15 15:51:24.0000000;2024-02-15 15:52:22.0000000
267;1;DRIVE;NULL;2024-02-15 15:38:20.0000000;2024-02-15 15:48:24.0000000
268;4;STOP;1124;2024-02-06 18:18:09.0000000;2024-02-06 18:22:19.0000000
269;4;DRIVE;NULL;2024-02-06 18:11:50.0000000;2024-02-06 18:15:09.0000000
270;2;STOP;2122;2024-02-27 14:35:15.0000000;2024-02-27 14:36:54.0000000
271;2;DRIVE;NULL;2024-02-27 14:23:22.0000000;2024-02-27 14:32:15.0000000
272;2;STOP;NULL;2024-02-27 14:09:55.0000000;2024-02-27 14:28:05.0000000
273;3;STOP;773;2024-02-17 07:25:51.0000000;2024-02-17 07:28:49.0000000
274;3;DRIVE;NULL;2024-02-17 07:17:16.0000000;2024-02-17 07:22:51.0000000
275;3;STOP;813;2024-02-03 21:51:03.0000000;2024-02-03 21:53:34.0000000
276;3;DRIVE;NULL;2024-02-03 21:45:23.0000000;2024-02-03 21:48:03.0000000
277;2;STOP;754;2024-02-27 20:46:18.0000000;2024-02-27 20:48:28.0000000
278;2;DRIVE;NULL;2024-02-27 20:32:24.0000000;2024-02-27 20:43:18.0000000
279;2;STOP;NULL;2024-02-27 20:24:42.0000000;2024-02-27 20:37:20.0000000
280;4;STOP;1684;2024-02-01 16:54:48.0000000;2024-02-01 16:59:21.0000000
281;4;DRIVE;NULL;2024-02-01 16:43:41.0000000;2024-02-01 16:51:48.0000000
282;1;STOP;2229;2024-02-07 05:54:41.0000000;2024-02-07 05:55:55.0000000
283;1;DRIVE;NULL;2024-02-07 05:40:19.0000000;2024-02-07 05:51:41.0000000
284;3;STOP;1245;2024-02-09 21:43:08.0000000;2024-02-09 21:45:57.0000000
285;3;DRIVE;NULL;2024-02-09 21:32:25.0000000;2024-02-09 21:40:08.0000000
286;2;STOP;2021;2024-02-13 06:18:43.0000000;2024-02-13 06:18:43.0000000
287;2;DRIVE;NULL;2024-02-13 06:12:25.0000000;2024-02-13 06:15:43.0000000
288;2;STOP;1935;2024-02-11 19:30:20.0000000;2024-02-11 19:32:27.0000000
289;2;DRIVE;NULL;2024-02-11 19:18:35.0000000;2024-02-11 19:27:20.0000000
290;1;STOP;493;2024-02-23 09:54:44.0000000;2024-02-23 09:55:39.0000000
291;1;DRIVE;NULL;2024-02-23 09:49:15.0000000;2024-02-23 09:51:44.0000000
292;1;STOP;NULL;2024-02-23 09:35:13.0000000;2024-02-23 09:54:14.0000000
293;1;STOP;869;2024-02-18 20:13:31.0000000;2024-02-18 20:14:14.0000000
294;1;DRIVE;NULL;2024-02-18 19:59:07.0000000;2024-02-18 20:10:31.0000000
295;1;STOP;163;2024-02-03 09:25:40.0000000;2024-02-03 09:27:16.0000000
296;1;DRIVE;NULL;2024-02-03 09:15:19.0000000;2024-02-03 09:22:40.0000000
297;4;STOP;1545;2024-02-27 17:17:33.0000000;2024-02-27 17:22:08.0000000
298;4;DRIVE;NULL;2024-02-27 17:10:26.0000000;2024-02-27 17:14:33.0000000
299;3;STOP;1087;2024-02-21 19:36:02.0000000;2024-02-21 19:41:10.0000000
300;3;DRIVE;NULL;2024-02-21 19:24:58.0000000;2024-02-21 19:33:02.0000000
301;3;STOP;240;2024-02-18 14:55:04.0000000;2024-02-18 14:59:19.0000000
