172;3;STOP;546;2024-02-02 05:17:53.0000000;2024-02-02 05:20:16.0000000;546;254;3;169
174;1;STOP;1620;2024-02-08 08:48:12.0000000;2024-02-08 08:49:18.0000000;1620;211;3;177
176;4;STOP;273;2024-02-06 14:14:35.0000000;2024-02-06 14:18:06.0000000;273;304;2;175
178;1;STOP;1660;2024-02-20 07:13:40.0000000;2024-02-20 07:14:53.0000000;1660;312;3;178
180;4;STOP;966;2024-02-17 09:00:19.0000000;2024-02-17 09:03:51.0000000;966;92;2;176
182;3;STOP;771;2024-02-05 07:26:14.0000000;2024-02-05 07:30:46.0000000;771;131;1;175
185;1;STOP;1159;2024-02-13 15:14:38.0000000;2024-02-13 15:16:35.0000000;1159;137;1;175
187;1;STOP;1277;2024-02-19 20:53:46.0000000;2024-02-19 20:55:42.0000000;1277;15;1;176
189;4;STOP;967;2024-02-06 07:54:03.0000000;2024-02-06 07:59:08.0000000;967;285;1;175
191;3;STOP;916;2024-02-15 18:42:50.0000000;2024-02-15 18:45:12.0000000;916;50;2;177
193;1;STOP;1585;2024-02-07 21:39:09.0000000;2024-02-07 21:40:23.0000000;1585;249;1;180
196;4;STOP;2169;2024-02-28 08:22:15.0000000;2024-02-28 08:24:32.0000000;2169;319;2;179
198;3;STOP;1841;2024-02-27 15:13:44.0000000;2024-02-27 15:17:21.0000000;1841;205;1;179
200;1;STOP;709;2024-02-06 15:24:47.0000000;2024-02-06 15:25:52.0000000;709;65;2;175
202;1;STOP;1958;2024-02-04 02:52:07.0000000;2024-02-04 02:52:45.0000000;1958;263;2;176
204;1;STOP;170;2024-02-25 14:43:45.0000000;2024-02-25 14:45:14.0000000;170;24;1;178
206;3;STOP;1515;2024-02-25 05:07:56.0000000;2024-02-25 05:07:56.0000000;1515;183;3;178
208;3;STOP;1073;2024-02-09 02:21:19.0000000;2024-02-09 02:24:52.0000000;1073;65;3;175
210;1;STOP;1928;2024-02-21 08:45:35.0000000;2024-02-21 08:45:35.0000000;1928;66;1;177
212;2;STOP;2036;2024-02-14 02:58:33.0000000;2024-02-14 02:59:35.0000000;2036;175;2;176
215;3;STOP;272;2024-02-13 03:00:19.0000000;2024-02-13 03:04:47.0000000;272;146;3;175
217;4;STOP;1347;2024-02-05 18:23:19.0000000;2024-02-05 18:27:57.0000000;1347;15;3;175
219;4;STOP;1932;2024-02-06 17:52:30.0000000;2024-02-06 17:57:34.0000000;1932;235;2;175
221;1;STOP;1718;2024-02-15 03:32:18.0000000;2024-02-15 03:33:36.0000000;1718;175;3;177
224;2;STOP;982;2024-02-09 05:36:22.0000000;2024-02-09 05:39:04.0000000;982;61;2;175
226;4;STOP;255;2024-02-01 02:23:48.0000000;2024-02-01 02:27:19.0000000;255;226;3;200
228;2;STOP;45;2024-02-22 15:02:35.0000000;2024-02-22 15:03:52.0000000;45;139;2;177
230;1;STOP;685;2024-02-08 16:37:18.0000000;2024-02-08 16:38:24.0000000;685;266;1;177
232;2;STOP;2032;2024-02-02 09:14:17.0000000;2024-02-02 09:17:07.0000000;2032;235;2;169
234;3;STOP;2071;2024-02-12 08:25:23.0000000;2024-02-12 08:30:14.0000000;2071;43;3;176
237;1;STOP;1595;2024-02-02 17:51:36.0000000;2024-02-02 17:53:34.0000000;1595;252;1;169
239;2;STOP;1656;2024-02-03 18:59:26.0000000;2024-02-03 19:01:36.0000000;1656;13;2;170
241;4;STOP;1681;2024-02-18 08:01:21.0000000;2024-02-18 08:06:44.0000000;1681;272;3;175
243;2;STOP;1627;2024-02-17 06:57:31.0000000;2024-02-17 06:59:07.0000000;1627;113;2;176
245;1;STOP;212;2024-02-02 07:11:27.0000000;2024-02-02 07:11:27.0000000;212;161;2;169
248;4;STOP;626;2024-02-05 20:12:04.0000000;2024-02-05 20:14:35.0000000;626;130;2;175
250;3;STOP;961;2024-02-25 08:35:13.0000000;2024-02-25 08:38:59.0000000;961;4;3;178
252;2;STOP;979;2024-02-08 17:53:55.0000000;2024-02-08 17:58:31.0000000;979;168;1;177
254;3;STOP;245;2024-02-10 21:54:50.0000000;2024-02-10 21:57:59.0000000;245;153;3;175
256;4;STOP;885;2024-02-26 06:22:43.0000000;2024-02-26 06:25:13.0000000;885;121;3;178
258;2;STOP;563;2024-02-09 09:15:33.0000000;2024-02-09 09:18:01.0000000;563;177;3;175
260;4;STOP;1771;2024-02-25 14:58:46.0000000;2024-02-25 15:05:33.0000000;1771;233;1;178
262;1;STOP;1571;2024-02-17 04:58:23.0000000;2024-02-17 05:00:28.0000000;1571;22;1;176
264;4;STOP;2002;2024-02-17 03:53:02.0000000;2024-02-17 03:53:02.0000000;2002;129;1;176
266;1;STOP;1890;2024-02-15 15:51:24.0000000;2024-02-15 15:52:22.0000000;1890;158;2;177
268;4;STOP;1124;2024-02-06 18:18:09.0000000;2024-02-06 18:22:19.0000000;1124;139;2;175
270;2;STOP;2122;2024-02-27 14:35:15.0000000;2024-02-27 14:36:54.0000000;2122;279;1;179
273;3;STOP;773;2024-02-17 07:25:51.0000000;2024-02-17 07:28:49.0000000;773;312;1;176
275;3;STOP;813;2024-02-03 21:51:03.0000000;2024-02-03 21:53:34.0000000;813;285;3;170
277;2;STOP;754;2024-02-27 20:46:18.0000000;2024-02-27 20:48:28.0000000;754;189;2;179
280;4;STOP;1684;2024-02-01 16:54:48.0000000;2024-02-01 16:59:21.0000000;1684;233;3;200
282;1;STOP;2229;2024-02-07 05:54:41.0000000;2024-02-07 05:55:55.0000000;2229;250;3;180
284;3;STOP;1245;2024-02-09 21:43:08.0000000;2024-02-09 21:45:57.0000000;1245;76;3;175
286;2;STOP;2021;2024-02-13 06:18:43.0000000;2024-02-13 06:18:43.0000000;2021;256;2;175
288;2;STOP;1935;2024-02-11 19:30:20.0000000;2024-02-11 19:32:27.0000000;1935;64;3;176
290;1;STOP;493;2024-02-23 09:54:44.0000000;2024-02-23 09:55:39.0000000;493;107;3;177
293;1;STOP;869;2024-02-18 20:13:31.0000000;2024-02-18 20:14:14.0000000;869;174;2;175
295;1;STOP;163;2024-02-03 09:25:40.0000000;2024-02-03 09:27:16.0000000;163;98;1;170
297;4;STOP;1545;2024-02-27 17:17:33.0000000;2024-02-27 17:22:08.0000000;1545;65;1;179
299;3;STOP;1087;2024-02-21 19:36:02.0000000;2024-02-21 19:41:10.0000000;1087;118;1;177
301;3;STOP;240;2024-02-18 14:55:04.0000000;2024-02-18 14:59:19.0000000;240;275;1;175
303;1;STOP;815;2024-02-22 17:46:59.0000000;2024-02-22 17:48:09.0000000;815;319;3;177
305;3;STOP;1752;2024-02-21 21:54:38.0000000;2024-02-21 21:56:54.0000000;1752;15;3;177
308;3;STOP;1794;2024-02-21 08:48:23.0000000;2024-02-21 08:51:41.0000000;1794;123;2;177
310;2;STOP;383;2024-02-08 03:21:48.0000000;2024-02-08 03:25:44.0000000;383;311;1;177
312;1;STOP;1301;2024-02-26 18:57:23.0000000;2024-02-26 18:58:31.0000000;1301;300;1;178
314;3;STOP;1557;2024-02-03 05:03:10.0000000;2024-02-03 05:10:22.0000000;1557;238;1;170
316;2;STOP;1633;2024-02-20 07:10:07.0000000;2024-02-20 07:13:12.0000000;1633;234;3;178
318;2;STOP;839;2024-02-12 07:42:45.0000000;2024-02-12 07:46:26.0000000;839;82;2;176
320;2;STOP;1009;2024-02-04 08:30:10.0000000;2024-02-04 08:31:27.0000000;1009;112;3;176
323;4;STOP;1306;2024-02-01 17:18:15.0000000;2024-02-01 17:21:42.0000000;1306;95;2;200
326;3;STOP;690;2024-02-14 14:11:30.0000000;2024-02-14 14:15:10.0000000;690;49;3;176
328;4;STOP;991;2024-02-10 18:37:16.0000000;2024-02-10 18:41:47.0000000;991;24;1;175
330;2;STOP;260;2024-02-28 21:11:41.0000000;2024-02-28 21:14:03.0000000;260;280;2;179
332;2;STOP;10;2024-02-28 17:28:08.0000000;2024-02-28 17:30:41.0000000;10;195;2;179
335;2;STOP;132;2024-02-10 05:56:23.0000000;2024-02-10 05:58:06.0000000;132;274;2;175
338;4;STOP;1707;2024-02-06 03:48:50.0000000;2024-02-06 03:53:54.0000000;1707;167;3;175
340;4;STOP;858;2024-02-15 17:38:20.0000000;2024-02-15 17:41:10.0000000;858;290;2;177
342;2;STOP;1154;2024-02-07 03:43:33.0000000;2024-02-07 03:46:11.0000000;1154;103;2;180
345;4;STOP;128;2024-02-09 09:25:12.0000000;2024-02-09 09:32:07.0000000;128;194;1;175
348;1;STOP;1630;2024-02-26 19:32:12.0000000;2024-02-26 19:32:45.0000000;1630;281;2;178
350;3;STOP;1322;2024-02-17 14:55:16.0000000;2024-02-17 14:59:21.0000000;1322;38;1;176
353;1;STOP;322;2024-02-20 08:06:41.0000000;2024-02-20 08:08:03.0000000;322;256;2;178
355;3;STOP;1744;2024-02-17 02:13:16.0000000;2024-02-17 02:15:49.0000000;1744;140;1;176
357;4;STOP;1783;2024-02-26 07:40:17.0000000;2024-02-26 07:51:19.0000000;1783;250;1;178
359;4;STOP;1165;2024-02-07 15:42:54.0000000;2024-02-07 15:50:39.0000000;1165;183;1;180
362;1;STOP;1026;2024-02-17 18:20:56.0000000;2024-02-17 18:21:25.0000000;1026;308;2;176
364;3;STOP;1931;2024-02-15 03:55:22.0000000;2024-02-15 03:58:15.0000000;1931;183;2;177
366;1;STOP;963;2024-02-21 19:42:35.0000000;2024-02-21 19:44:02.0000000;963;50;2;177
368;1;STOP;1454;2024-02-19 14:47:48.0000000;2024-02-19 14:48:38.0000000;1454;156;3;176
370;4;STOP;1708;2024-02-25 03:15:53.0000000;2024-02-25 03:18:50.0000000;1708;121;2;178
372;4;STOP;2011;2024-02-14 20:02:24.0000000;2024-02-14 20:05:41.0000000;2011;271;3;176
374;1;STOP;702;2024-02-11 20:15:36.0000000;2024-02-11 20:17:15.0000000;702;158;1;176
377;3;STOP;56;2024-02-03 04:01:06.0000000;2024-02-03 04:03:35.0000000;56;75;3;170
380;4;STOP;319;2024-02-24 03:08:19.0000000;2024-02-24 03:15:57.0000000;319;269;1;177
382;4;STOP;1426;2024-02-28 21:15:22.0000000;2024-02-28 21:17:34.0000000;1426;154;3;179
384;1;STOP;2180;2024-02-20 06:06:59.0000000;2024-02-20 06:08:03.0000000;2180;192;3;178
386;3;STOP;898;2024-02-27 04:03:13.0000000;2024-02-27 04:05:06.0000000;898;30;3;179
388;3;STOP;2146;2024-02-07 06:07:57.0000000;2024-02-07 06:10:46.0000000;2146;102;3;180
390;2;STOP;990;2024-02-18 14:32:40.0000000;2024-02-18 14:34:22.0000000;990;145;1;175
392;4;STOP;1706;2024-02-20 17:57:56.0000000;2024-02-20 18:00:59.0000000;1706;253;2;178
394;1;STOP;1982;2024-02-14 09:53:55.0000000;2024-02-14 09:55:27.0000000;1982;49;3;176
396;4;STOP;2150;2024-02-13 08:07:55.0000000;2024-02-13 08:12:43.0000000;2150;46;2;175
398;3;STOP;1632;2024-02-02 18:45:09.0000000;2024-02-02 18:47:48.0000000;1632;290;2;169
400;2;STOP;461;2024-02-08 15:22:20.0000000;2024-02-08 19:24:01.0000000;461;253;2;177
403;4;STOP;404;2024-02-26 05:24:50.0000000;2024-02-26 05:28:19.0000000;404;57;1;178
405;3;STOP;2060;2024-02-12 07:10:51.0000000;2024-02-12 07:13:18.0000000;2060;157;2;176
407;2;STOP;78;2024-02-06 19:51:33.0000000;2024-02-06 19:52:59.0000000;78;229;2;175
409;4;STOP;1733;2024-02-13 05:10:14.0000000;2024-02-13 05:12:46.0000000;1733;165;2;175
411;1;STOP;1674;2024-02-28 20:15:13.0000000;2024-02-28 20:17:13.0000000;1674;113;1;179
413;1;STOP;1044;2024-02-02 09:32:18.0000000;2024-02-02 09:33:08.0000000;1044;154;3;169
415;4;STOP;913;2024-02-16 19:26:26.0000000;2024-02-16 19:30:48.0000000;913;13;3;176
417;2;STOP;723;2024-02-09 02:16:37.0000000;2024-02-09 02:21:09.0000000;723;14;1;175
419;1;STOP;881;2024-02-07 20:44:06.0000000;2024-02-07 20:45:10.0000000;881;315;3;180
421;2;STOP;574;2024-02-13 18:15:53.0000000;2024-02-13 18:18:12.0000000;574;162;3;175
423;2;STOP;1195;2024-02-08 19:16:34.0000000;2024-02-08 19:18:14.0000000;1195;254;1;177
425;3;STOP;378;2024-02-13 06:41:39.0000000;2024-02-13 06:45:53.0000000;378;38;3;175
427;1;STOP;1170;2024-02-09 14:16:31.0000000;2024-02-09 14:17:10.0000000;1170;94;3;175
429;2;STOP;167;2024-02-10 03:15:45.0000000;2024-02-10 03:18:27.0000000;167;264;1;175
432;3;STOP;718;2024-02-17 06:50:54.0000000;2024-02-17 06:56:26.0000000;718;270;1;176
434;2;STOP;1499;2024-02-12 15:43:46.0000000;2024-02-12 15:45:30.0000000;1499;96;3;176
436;2;STOP;1703;2024-02-05 08:16:29.0000000;2024-02-05 08:19:25.0000000;1703;148;3;175
438;1;STOP;900;2024-02-12 08:03:50.0000000;2024-02-12 08:06:13.0000000;900;238;1;176
441;1;STOP;4;2024-02-21 14:43:38.0000000;2024-02-21 14:44:59.0000000;4;78;2;177
443;4;STOP;1880;2024-02-02 03:44:05.0000000;2024-02-02 03:51:18.0000000;1880;165;3;169
445;2;STOP;486;2024-02-23 20:34:04.0000000;2024-02-23 20:35:36.0000000;486;204;2;177
448;1;STOP;735;2024-02-03 19:04:13.0000000;2024-02-03 19:06:02.0000000;735;283;1;170
450;2;STOP;1101;2024-02-11 03:37:21.0000000;2024-02-11 03:39:12.0000000;1101;209;2;176
453;1;STOP;720;2024-02-13 08:55:39.0000000;2024-02-13 08:56:57.0000000;720;225;3;175
456;4;STOP;87;2024-02-13 08:24:07.0000000;2024-02-13 08:29:21.0000000;87;149;3;175
458;4;STOP;388;2024-02-13 05:41:47.0000000;2024-02-13 05:44:59.0000000;388;113;2;175
460;1;STOP;1799;2024-02-20 19:10:26.0000000;2024-02-20 19:12:00.0000000;1799;122;1;178
462;3;STOP;275;2024-02-09 04:24:32.0000000;2024-02-09 04:29:10.0000000;275;39;1;175
464;2;STOP;1061;2024-02-13 18:39:49.0000000;2024-02-13 18:42:23.0000000;1061;176;1;175
466;2;STOP;1354;2024-02-04 03:05:54.0000000;2024-02-04 03:10:39.0000000;1354;21;1;176
468;1;STOP;1957;2024-02-15 20:53:10.0000000;2024-02-15 20:53:10.0000000;1957;263;1;177
470;2;STOP;663;2024-02-28 14:55:34.0000000;2024-02-28 14:57:30.0000000;663;123;3;179
472;4;STOP;371;2024-02-08 16:51:52.0000000;2024-02-08 16:55:38.0000000;371;278;1;177
474;2;STOP;507;2024-02-11 02:45:25.0000000;2024-02-11 02:47:56.0000000;507;14;3;176
477;2;STOP;401;2024-02-08 07:22:08.0000000;2024-02-08 07:23:44.0000000;401;314;3;177
479;3;STOP;1558;2024-02-09 15:01:03.0000000;2024-02-09 15:04:48.0000000;1558;191;2;175
481;4;STOP;35;2024-02-26 14:03:57.0000000;2024-02-26 14:06:56.0000000;35;40;1;178
484;1;STOP;1785;2024-02-14 05:15:56.0000000;2024-02-14 05:16:55.0000000;1785;225;2;176
487;3;STOP;380;2024-02-28 14:43:50.0000000;2024-02-28 14:47:10.0000000;380;140;2;179
489;2;STOP;320;2024-02-09 07:52:41.0000000;2024-02-09 07:55:31.0000000;320;191;2;175
491;4;STOP;2095;2024-02-12 20:28:23.0000000;2024-02-12 20:34:59.0000000;2095;23;1;176
494;4;STOP;1949;2024-02-04 05:52:33.0000000;2024-02-04 05:58:15.0000000;1949;100;3;176
497;1;STOP;1177;2024-02-10 14:16:52.0000000;2024-02-10 14:16:52.0000000;1177;109;1;175
499;3;STOP;832;2024-02-01 17:20:18.0000000;2024-02-01 17:22:50.0000000;832;175;3;200
501;4;STOP;1899;2024-02-18 04:17:10.0000000;2024-02-18 04:23:01.0000000;1899;134;2;175
503;3;STOP;1397;2024-02-28 15:40:48.0000000;2024-02-28 15:43:53.0000000;1397;105;3;179
505;3;STOP;2145;2024-02-03 08:45:19.0000000;2024-02-03 08:48:25.0000000;2145;310;3;170
507;1;STOP;508;2024-02-25 16:05:21.0000000;2024-02-25 16:06:25.0000000;508;270;2;178
510;2;STOP;704;2024-02-11 03:46:19.0000000;2024-02-11 03:50:19.0000000;704;289;1;176
512;3;STOP;1327;2024-02-26 18:18:29.0000000;2024-02-26 18:22:16.0000000;1327;112;3;178
515;3;STOP;2187;2024-02-16 02:15:50.0000000;2024-02-16 02:19:29.0000000;2187;15;1;176
517;3;STOP;1820;2024-02-11 09:49:05.0000000;2024-02-11 09:53:33.0000000;1820;0;1;176
519;3;STOP;1891;2024-02-16 20:23:23.0000000;2024-02-16 20:27:17.0000000;1891;246;1;176
521;2;STOP;902;2024-02-04 08:51:15.0000000;2024-02-04 08:52:30.0000000;902;307;3;176
524;4;STOP;487;2024-02-15 20:33:53.0000000;2024-02-15 20:38:06.0000000;487;122;2;177
527;1;STOP;1418;2024-02-27 14:18:29.0000000;2024-02-27 14:19:31.0000000;1418;248;3;179
530;2;STOP;71;2024-02-14 02:20:41.0000000;2024-02-14 02:22:58.0000000;71;252;2;176
532;4;STOP;1316;2024-02-10 02:31:17.0000000;2024-02-10 02:33:33.0000000;1316;163;3;175
534;4;STOP;354;2024-02-23 15:14:31.0000000;2024-02-23 15:14:31.0000000;354;294;3;177
537;1;STOP;88;2024-02-23 07:21:03.0000000;2024-02-23 07:22:16.0000000;88;225;3;177
539;2;STOP;1030;2024-02-10 21:37:09.0000000;2024-02-10 21:41:16.0000000;1030;171;1;175
542;4;STOP;721;2024-02-24 16:55:52.0000000;2024-02-24 16:59:24.0000000;721;25;2;177
544;1;STOP;993;2024-02-11 20:01:38.0000000;2024-02-11 20:01:38.0000000;993;268;3;176
547;4;STOP;728;2024-02-26 20:31:17.0000000;2024-02-26 20:38:55.0000000;728;117;1;178
549;4;STOP;1862;2024-02-19 02:09:42.0000000;2024-02-19 02:13:03.0000000;1862;200;2;176
551;3;STOP;618;2024-02-24 06:41:49.0000000;2024-02-24 06:48:26.0000000;618;287;1;177
553;2;STOP;477;2024-02-14 20:59:04.0000000;2024-02-14 21:01:24.0000000;477;119;1;176
556;3;STOP;987;2024-02-16 06:43:01.0000000;2024-02-16 06:46:41.0000000;987;125;2;176
558;3;STOP;303;2024-02-20 21:54:52.0000000;2024-02-20 21:56:14.0000000;303;318;3;178
560;2;STOP;1878;2024-02-25 02:30:57.0000000;2024-02-25 02:32:36.0000000;1878;76;3;178
562;1;STOP;615;2024-02-06 14:01:48.0000000;2024-02-06 14:03:12.0000000;615;47;3;175
564;2;STOP;1807;2024-02-11 20:50:59.0000000;2024-02-11 20:54:39.0000000;1807;208;1;176
566;3;STOP;453;2024-02-12 04:33:51.0000000;2024-02-12 04:36:48.0000000;453;199;3;176
569;3;STOP;474;2024-02-23 19:43:16.0000000;2024-02-23 19:45:26.0000000;474;97;2;177
571;3;STOP;794;2024-02-08 16:01:18.0000000;2024-02-08 16:06:37.0000000;794;94;1;177
573;4;STOP;597;2024-02-19 21:55:18.0000000;2024-02-19 21:59:08.0000000;597;267;1;176
575;3;STOP;1270;2024-02-01 16:06:18.0000000;2024-02-01 16:10:06.0000000;1270;43;1;200
577;3;STOP;1302;2024-02-24 21:12:54.0000000;2024-02-24 21:14:57.0000000;1302;4;3;177
579;2;STOP;2172;2024-02-02 18:01:14.0000000;2024-02-02 18:02:48.0000000;2172;39;1;169
581;4;STOP;694;2024-02-15 17:46:59.0000000;2024-02-15 17:49:31.0000000;694;172;3;177
